M2	R2	Per	Sep	logJ	logjtot	logMLR2	zeta	logT2	log(g2)	logL2	Pdot	logt	BMag	VMag	RMag	IMag	JMag	HMag	KMag	SpT
Msun	Rsun	h	Rsun	[10-7J.s]	[10-7N.m]	[Msun/yr]	 	[K]	[cm2/s]	[10-7W]	s/s	[yr]	mag	mag	mag	mag	mag	mag	mag	
------	------	------	------	------	------	---------	------	------	------	------	---------	--------	-----	-----	-----	-----	-----	-----	-----	----
 0.200	 0.229	3.2392	 1.088	50.987	33.806	         	 0.770	 3.517	 5.019	31.327	-2.31e-13	 8.39860	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.2402	 1.088	50.987	33.806	         	 0.770	 3.517	 5.019	31.327	-2.30e-13	 8.39774	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.2412	 1.089	50.987	33.806	         	 0.770	 3.517	 5.019	31.327	-2.30e-13	 8.39688	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.2422	 1.089	50.987	33.805	         	 0.770	 3.517	 5.019	31.327	-2.30e-13	 8.39601	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.2432	 1.089	50.987	33.805	         	 0.770	 3.517	 5.019	31.327	-2.30e-13	 8.39515	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.2442	 1.089	50.987	33.805	         	 0.770	 3.517	 5.019	31.327	-2.30e-13	 8.39428	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.2452	 1.089	50.987	33.804	         	 0.770	 3.517	 5.019	31.327	-2.30e-13	 8.39341	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.2462	 1.090	50.988	33.804	         	 0.770	 3.517	 5.019	31.327	-2.30e-13	 8.39254	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.2472	 1.090	50.988	33.804	         	 0.770	 3.517	 5.019	31.327	-2.30e-13	 8.39166	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.2482	 1.090	50.988	33.803	         	 0.770	 3.517	 5.019	31.327	-2.30e-13	 8.39079	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.2492	 1.090	50.988	33.803	         	 0.770	 3.517	 5.019	31.327	-2.29e-13	 8.38991	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.2502	 1.091	50.988	33.803	         	 0.770	 3.517	 5.019	31.327	-2.29e-13	 8.38903	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.293	3.2512	 1.091	50.988	34.997	   -9.218	 0.620	 3.518	 4.804	31.547	-4.54e-13	 8.38885	13.22	11.87	10.85	 9.47	 7.92	 7.35	 7.06	M4.2
 0.201	 0.294	3.2577	 1.093	50.990	35.001	   -9.214	 0.614	 3.519	 4.803	31.551	-4.59e-13	 8.38591	13.18	11.84	10.83	 9.45	 7.91	 7.33	 7.05	M4.1
 0.202	 0.295	3.2643	 1.094	50.992	35.005	   -9.210	 0.616	 3.519	 4.803	31.554	-4.58e-13	 8.38298	13.17	11.83	10.82	 9.44	 7.90	 7.32	 7.04	M4.1
 0.203	 0.296	3.2708	 1.096	50.995	35.008	   -9.207	 0.614	 3.519	 4.802	31.558	-4.61e-13	 8.38005	13.17	11.83	10.81	 9.43	 7.89	 7.32	 7.03	M4.1
 0.204	 0.297	3.2774	 1.098	50.997	35.012	   -9.203	 0.614	 3.519	 4.802	31.561	-4.66e-13	 8.37713	13.16	11.82	10.80	 9.42	 7.88	 7.31	 7.03	M4.1
 0.205	 0.298	3.2839	 1.100	50.999	35.016	   -9.199	 0.616	 3.520	 4.801	31.564	-4.66e-13	 8.37421	13.13	11.79	10.78	 9.40	 7.87	 7.29	 7.01	M4.1
 0.206	 0.299	3.2903	 1.102	51.001	35.019	   -9.195	 0.614	 3.520	 4.801	31.568	-4.66e-13	 8.37130	13.12	11.78	10.77	 9.39	 7.86	 7.29	 7.01	M4.1
 0.207	 0.300	3.2967	 1.104	51.004	35.023	   -9.191	 0.613	 3.520	 4.800	31.571	-4.68e-13	 8.36839	13.11	11.77	10.76	 9.39	 7.85	 7.28	 7.00	M4.1
 0.208	 0.301	3.3031	 1.105	51.006	35.027	   -9.188	 0.612	 3.520	 4.800	31.575	-4.73e-13	 8.36549	13.11	11.77	10.76	 9.38	 7.85	 7.27	 6.99	M4.1
 0.209	 0.302	3.3095	 1.107	51.008	35.030	   -9.183	 0.615	 3.520	 4.799	31.578	-4.64e-13	 8.36260	13.10	11.76	10.75	 9.37	 7.84	 7.26	 6.98	M4.1
 0.210	 0.302	3.3157	 1.109	51.010	35.034	   -9.182	 0.607	 3.521	 4.799	31.581	-4.84e-13	 8.35971	13.07	11.74	10.73	 9.36	 7.83	 7.26	 6.98	M4.1
 0.211	 0.303	3.3222	 1.111	51.012	35.037	   -9.178	 0.618	 3.521	 4.798	31.585	-4.84e-13	 8.35682	13.07	11.73	10.72	 9.35	 7.82	 7.25	 6.97	M4.1
 0.212	 0.304	3.3285	 1.113	51.015	35.041	   -9.174	 0.617	 3.521	 4.798	31.588	-4.83e-13	 8.35393	13.06	11.72	10.72	 9.34	 7.82	 7.24	 6.96	M4.1
 0.213	 0.305	3.3349	 1.114	51.017	35.044	   -9.171	 0.615	 3.521	 4.797	31.591	-4.89e-13	 8.35105	13.05	11.72	10.71	 9.34	 7.81	 7.24	 6.96	M4.1
 0.214	 0.306	3.3412	 1.116	51.019	35.048	   -9.167	 0.617	 3.521	 4.797	31.595	-4.90e-13	 8.34817	13.04	11.71	10.70	 9.33	 7.80	 7.23	 6.95	M4.1
 0.215	 0.307	3.3475	 1.118	51.021	35.051	   -9.164	 0.616	 3.521	 4.796	31.598	-4.92e-13	 8.34530	13.04	11.70	10.69	 9.32	 7.80	 7.22	 6.94	M4.1
 0.216	 0.308	3.3538	 1.120	51.023	35.055	   -9.160	 0.616	 3.522	 4.796	31.601	-4.96e-13	 8.34243	13.01	11.67	10.67	 9.30	 7.78	 7.21	 6.93	M4.0
 0.217	 0.309	3.3601	 1.122	51.025	35.058	   -9.157	 0.617	 3.522	 4.795	31.604	-4.98e-13	 8.33957	13.00	11.66	10.66	 9.29	 7.77	 7.20	 6.92	M4.0
 0.218	 0.309	3.3664	 1.123	51.027	35.062	   -9.153	 0.617	 3.522	 4.795	31.608	-4.97e-13	 8.33671	13.00	11.66	10.66	 9.29	 7.77	 7.20	 6.92	M4.0
 0.219	 0.310	3.3726	 1.125	51.030	35.065	   -9.150	 0.615	 3.522	 4.795	31.611	-5.03e-13	 8.33385	12.99	11.66	10.65	 9.29	 7.77	 7.19	 6.91	M4.0
 0.220	 0.311	3.3788	 1.127	51.032	35.069	   -9.147	 0.617	 3.522	 4.794	31.614	-5.10e-13	 8.33100	12.98	11.65	10.65	 9.28	 7.76	 7.18	 6.91	M4.0
 0.221	 0.312	3.3851	 1.129	51.034	35.072	   -9.143	 0.620	 3.523	 4.794	31.617	-5.09e-13	 8.32815	12.95	11.62	10.62	 9.26	 7.75	 7.17	 6.89	M4.0
 0.222	 0.313	3.3913	 1.130	51.036	35.076	   -9.140	 0.618	 3.523	 4.793	31.620	-5.09e-13	 8.32530	12.94	11.61	10.61	 9.25	 7.74	 7.16	 6.89	M4.0
 0.223	 0.314	3.3974	 1.132	51.038	35.079	   -9.137	 0.617	 3.523	 4.793	31.623	-5.16e-13	 8.32246	12.94	11.61	10.61	 9.25	 7.73	 7.16	 6.88	M4.0
 0.224	 0.315	3.4036	 1.134	51.040	35.082	   -9.132	 0.619	 3.523	 4.792	31.627	-5.12e-13	 8.31962	12.93	11.60	10.60	 9.24	 7.72	 7.15	 6.87	M4.0
 0.225	 0.316	3.4097	 1.136	51.042	35.086	   -9.131	 0.615	 3.523	 4.792	31.630	-5.27e-13	 8.31679	12.92	11.59	10.59	 9.23	 7.72	 7.14	 6.87	M4.0
 0.226	 0.316	3.4160	 1.138	51.044	35.089	   -9.126	 0.623	 3.524	 4.791	31.633	-5.19e-13	 8.31395	12.90	11.57	10.57	 9.22	 7.71	 7.13	 6.86	M3.9
 0.227	 0.317	3.4220	 1.139	51.046	35.092	   -9.123	 0.617	 3.524	 4.791	31.636	-5.29e-13	 8.31112	12.89	11.56	10.57	 9.21	 7.70	 7.13	 6.85	M3.9
 0.228	 0.318	3.4282	 1.141	51.048	35.096	   -9.121	 0.621	 3.524	 4.790	31.639	-5.36e-13	 8.30829	12.88	11.56	10.56	 9.20	 7.70	 7.12	 6.84	M4.0
 0.229	 0.319	3.4344	 1.143	51.050	35.099	   -9.115	 0.624	 3.524	 4.790	31.643	-5.20e-13	 8.30547	12.88	11.55	10.55	 9.20	 7.69	 7.11	 6.84	M4.0
 0.230	 0.320	3.4404	 1.144	51.052	35.102	   -9.117	 0.613	 3.524	 4.790	31.646	-5.65e-13	 8.30265	12.87	11.54	10.55	 9.19	 7.68	 7.11	 6.83	M4.0
 0.231	 0.321	3.4468	 1.146	51.054	35.105	   -9.109	 0.638	 3.525	 4.789	31.649	-5.26e-13	 8.29981	12.84	11.51	10.52	 9.17	 7.67	 7.09	 6.82	M3.9
 0.232	 0.322	3.4528	 1.148	51.056	35.109	   -9.104	 0.614	 3.525	 4.789	31.652	-5.22e-13	 8.29701	12.83	11.51	10.51	 9.16	 7.66	 7.09	 6.81	M3.9
 0.233	 0.322	3.4586	 1.150	51.058	35.112	   -9.104	 0.610	 3.525	 4.788	31.655	-5.54e-13	 8.29421	12.83	11.51	10.51	 9.16	 7.66	 7.09	 6.81	M3.9
 0.234	 0.323	3.4648	 1.151	51.060	35.115	   -9.098	 0.627	 3.525	 4.788	31.658	-5.30e-13	 8.29140	12.83	11.50	10.51	 9.15	 7.65	 7.08	 6.80	M3.9
 0.235	 0.324	3.4706	 1.153	51.062	35.119	   -9.096	 0.612	 3.525	 4.787	31.661	-5.44e-13	 8.28860	12.82	11.49	10.50	 9.15	 7.65	 7.07	 6.80	M3.9
 0.236	 0.325	3.4765	 1.155	51.064	35.122	   -9.094	 0.619	 3.525	 4.787	31.664	-5.53e-13	 8.28581	12.81	11.49	10.49	 9.14	 7.64	 7.07	 6.79	M3.9
 0.237	 0.326	3.4825	 1.157	51.066	35.125	   -9.089	 0.622	 3.526	 4.786	31.667	-5.42e-13	 8.28301	12.78	11.46	10.47	 9.12	 7.63	 7.05	 6.78	M3.9
 0.238	 0.327	3.4884	 1.158	51.068	35.129	   -9.088	 0.615	 3.526	 4.786	31.669	-5.67e-13	 8.28022	12.77	11.45	10.46	 9.11	 7.62	 7.04	 6.77	M3.9
 0.239	 0.328	3.4945	 1.160	51.070	35.132	   -9.083	 0.628	 3.526	 4.786	31.672	-5.52e-13	 8.27742	12.77	11.44	10.45	 9.11	 7.61	 7.04	 6.76	M3.9
 0.240	 0.328	3.5003	 1.162	51.072	35.135	   -9.080	 0.617	 3.526	 4.785	31.675	-5.58e-13	 8.27463	12.77	11.44	10.45	 9.11	 7.61	 7.04	 6.76	M3.9
 0.241	 0.329	3.5062	 1.163	51.074	35.138	   -9.079	 0.619	 3.526	 4.785	31.678	-5.82e-13	 8.27185	12.76	11.44	10.45	 9.10	 7.61	 7.03	 6.76	M3.9
 0.242	 0.330	3.5123	 1.165	51.075	35.141	   -9.077	 0.631	 3.527	 4.784	31.682	-5.93e-13	 8.26905	12.73	11.41	10.42	 9.08	 7.59	 7.02	 6.74	M3.8
 0.243	 0.331	3.5185	 1.167	51.077	35.144	   -9.071	 0.636	 3.527	 4.784	31.684	-5.62e-13	 8.26625	12.72	11.40	10.41	 9.07	 7.59	 7.01	 6.74	M3.8
 0.244	 0.332	3.5243	 1.169	51.079	35.148	   -9.069	 0.618	 3.527	 4.783	31.687	-5.82e-13	 8.26348	12.71	11.39	10.41	 9.07	 7.58	 7.00	 6.73	M3.8
 0.245	 0.333	3.5303	 1.170	51.081	35.151	   -9.068	 0.627	 3.527	 4.783	31.690	-6.02e-13	 8.26069	12.71	11.39	10.40	 9.06	 7.57	 7.00	 6.72	M3.8
 0.246	 0.334	3.5365	 1.172	51.083	35.154	   -9.064	 0.636	 3.527	 4.782	31.693	-5.97e-13	 8.25790	12.70	11.38	10.39	 9.05	 7.57	 6.99	 6.72	M3.8
 0.247	 0.334	3.5425	 1.174	51.085	35.157	   -9.059	 0.633	 3.527	 4.782	31.696	-5.83e-13	 8.25511	12.70	11.38	10.39	 9.05	 7.57	 6.99	 6.72	M3.8
 0.248	 0.335	3.5484	 1.175	51.087	35.160	   -9.056	 0.624	 3.528	 4.781	31.699	-5.91e-13	 8.25234	12.67	11.35	10.37	 9.03	 7.55	 6.98	 6.71	M3.8
 0.249	 0.336	3.5543	 1.177	51.089	35.163	   -9.054	 0.626	 3.528	 4.781	31.702	-5.99e-13	 8.24956	12.66	11.34	10.36	 9.03	 7.55	 6.97	 6.70	M3.8
 0.250	 0.337	3.5602	 1.179	51.090	35.166	   -9.048	 0.629	 3.528	 4.781	31.704	-5.80e-13	 8.24679	12.66	11.34	10.35	 9.02	 7.54	 6.96	 6.69	M3.8
 0.251	 0.338	3.5659	 1.180	51.092	35.169	   -9.047	 0.617	 3.528	 4.780	31.707	-6.00e-13	 8.24403	12.65	11.33	10.35	 9.01	 7.53	 6.96	 6.69	M3.8
 0.252	 0.339	3.5718	 1.182	51.094	35.172	   -9.044	 0.626	 3.528	 4.780	31.710	-6.05e-13	 8.24126	12.64	11.32	10.34	 9.01	 7.53	 6.95	 6.68	M3.8
 0.253	 0.339	3.5776	 1.184	51.096	35.175	   -9.041	 0.627	 3.528	 4.779	31.713	-6.10e-13	 8.23849	12.64	11.33	10.34	 9.01	 7.53	 6.95	 6.68	M3.8
 0.254	 0.340	3.5835	 1.186	51.098	35.178	   -9.039	 0.628	 3.528	 4.779	31.716	-6.21e-13	 8.23573	12.64	11.32	10.34	 9.00	 7.52	 6.94	 6.67	M3.8
 0.255	 0.341	3.5895	 1.187	51.099	35.181	   -9.035	 0.633	 3.529	 4.778	31.718	-6.15e-13	 8.23295	12.61	11.29	10.31	 8.98	 7.51	 6.93	 6.66	M3.8
 0.256	 0.342	3.5953	 1.189	51.101	35.184	   -9.032	 0.628	 3.529	 4.778	31.721	-6.20e-13	 8.23019	12.60	11.28	10.30	 8.97	 7.50	 6.92	 6.65	M3.8
 0.257	 0.343	3.6012	 1.191	51.103	35.187	   -9.029	 0.630	 3.529	 4.777	31.724	-6.19e-13	 8.22743	12.59	11.28	10.30	 8.97	 7.49	 6.92	 6.65	M3.8
 0.258	 0.344	3.6070	 1.192	51.105	35.190	   -9.026	 0.628	 3.529	 4.777	31.727	-6.27e-13	 8.22467	12.59	11.27	10.29	 8.96	 7.49	 6.91	 6.64	M3.8
 0.259	 0.345	3.6128	 1.194	51.107	35.193	   -9.023	 0.630	 3.529	 4.777	31.729	-6.27e-13	 8.22191	12.58	11.26	10.28	 8.95	 7.48	 6.90	 6.63	M3.8
 0.260	 0.345	3.6186	 1.196	51.108	35.196	   -9.020	 0.629	 3.529	 4.776	31.732	-6.29e-13	 8.21915	12.58	11.26	10.28	 8.95	 7.48	 6.90	 6.63	M3.8
 0.261	 0.346	3.6244	 1.197	51.110	35.199	   -9.021	 0.629	 3.530	 4.776	31.735	-6.67e-13	 8.21640	12.55	11.23	10.26	 8.93	 7.47	 6.89	 6.62	M3.7
 0.262	 0.347	3.6305	 1.199	51.112	35.202	   -9.015	 0.647	 3.530	 4.775	31.738	-6.43e-13	 8.21362	12.54	11.23	10.25	 8.93	 7.46	 6.88	 6.62	M3.7
 0.263	 0.348	3.6364	 1.201	51.114	35.205	   -9.013	 0.633	 3.530	 4.775	31.740	-6.56e-13	 8.21086	12.54	11.22	10.25	 8.92	 7.45	 6.88	 6.61	M3.7
 0.264	 0.349	3.6423	 1.202	51.115	35.208	   -9.009	 0.638	 3.530	 4.774	31.743	-6.46e-13	 8.20809	12.53	11.22	10.24	 8.91	 7.45	 6.87	 6.60	M3.7
 0.265	 0.350	3.6481	 1.204	51.117	35.211	   -9.006	 0.632	 3.530	 4.774	31.746	-6.46e-13	 8.20534	12.52	11.21	10.23	 8.91	 7.44	 6.87	 6.60	M3.7
 0.266	 0.350	3.6538	 1.206	51.119	35.214	   -9.006	 0.631	 3.530	 4.774	31.749	-6.80e-13	 8.20259	12.52	11.21	10.23	 8.91	 7.44	 6.87	 6.60	M3.7
 0.267	 0.351	3.6599	 1.207	51.121	35.217	   -9.002	 0.646	 3.531	 4.773	31.751	-6.74e-13	 8.19982	12.49	11.18	10.21	 8.89	 7.43	 6.85	 6.58	M3.7
 0.268	 0.352	3.6658	 1.209	51.122	35.220	   -8.994	 0.642	 3.531	 4.773	31.754	-6.29e-13	 8.19705	12.48	11.17	10.20	 8.88	 7.42	 6.85	 6.58	M3.7
 0.269	 0.353	3.6712	 1.211	51.124	35.223	   -8.998	 0.618	 3.531	 4.772	31.757	-7.05e-13	 8.19432	12.48	11.17	10.19	 8.87	 7.41	 6.84	 6.57	M3.7
 0.270	 0.354	3.6774	 1.213	51.126	35.225	   -8.992	 0.654	 3.531	 4.772	31.760	-6.64e-13	 8.19155	12.47	11.16	10.19	 8.87	 7.41	 6.83	 6.57	M3.7
 0.271	 0.355	3.6831	 1.214	51.127	35.228	   -8.990	 0.633	 3.531	 4.771	31.762	-6.86e-13	 8.18880	12.47	11.16	10.18	 8.86	 7.40	 6.83	 6.56	M3.7
 0.272	 0.355	3.6890	 1.216	51.129	35.231	   -8.989	 0.642	 3.531	 4.771	31.765	-7.06e-13	 8.18604	12.47	11.16	10.18	 8.86	 7.40	 6.83	 6.56	M3.7
 0.273	 0.356	3.6950	 1.218	51.131	35.234	   -8.985	 0.651	 3.531	 4.770	31.768	-6.93e-13	 8.18327	12.46	11.15	10.18	 8.86	 7.40	 6.82	 6.55	M3.7
 0.274	 0.357	3.7009	 1.219	51.132	35.237	   -8.987	 0.643	 3.532	 4.770	31.770	-7.42e-13	 8.18050	12.43	11.12	10.15	 8.84	 7.38	 6.81	 6.54	M3.6
 0.275	 0.358	3.7072	 1.221	51.134	35.239	   -8.976	 0.665	 3.532	 4.769	31.773	-6.63e-13	 8.17772	12.42	11.11	10.15	 8.83	 7.38	 6.80	 6.53	M3.6
 0.276	 0.359	3.7127	 1.223	51.136	35.243	   -8.975	 0.626	 3.532	 4.769	31.775	-6.87e-13	 8.17498	12.42	11.11	10.14	 8.82	 7.37	 6.79	 6.53	M3.6
 0.277	 0.360	3.7184	 1.224	51.137	35.245	   -8.971	 0.636	 3.532	 4.769	31.778	-6.84e-13	 8.17223	12.41	11.10	10.13	 8.82	 7.36	 6.79	 6.52	M3.6
 0.278	 0.360	3.7240	 1.226	51.139	35.248	   -8.965	 0.633	 3.532	 4.768	31.780	-6.57e-13	 8.16949	12.41	11.10	10.13	 8.82	 7.36	 6.79	 6.52	M3.6
 0.279	 0.361	3.7293	 1.228	51.141	35.251	   -8.962	 0.619	 3.532	 4.768	31.783	-6.57e-13	 8.16676	12.41	11.10	10.13	 8.81	 7.36	 6.78	 6.52	M3.6
 0.280	 0.362	3.7346	 1.229	51.142	35.254	   -8.965	 0.618	 3.532	 4.767	31.785	-7.23e-13	 8.16404	12.40	11.09	10.12	 8.81	 7.35	 6.78	 6.51	M3.6
 0.281	 0.363	3.7405	 1.231	51.144	35.257	   -8.961	 0.647	 3.533	 4.767	31.788	-7.08e-13	 8.16129	12.37	11.06	10.10	 8.79	 7.34	 6.76	 6.50	M3.6
 0.282	 0.364	3.7461	 1.232	51.145	35.259	   -8.957	 0.639	 3.533	 4.766	31.790	-7.02e-13	 8.15854	12.36	11.06	10.09	 8.78	 7.33	 6.76	 6.49	M3.6
 0.283	 0.365	3.7517	 1.234	51.147	35.262	   -8.955	 0.635	 3.533	 4.766	31.793	-7.08e-13	 8.15580	12.36	11.05	10.08	 8.77	 7.33	 6.75	 6.49	M3.6
 0.284	 0.365	3.7573	 1.236	51.149	35.265	   -8.956	 0.636	 3.533	 4.766	31.795	-7.53e-13	 8.15305	12.36	11.05	10.08	 8.77	 7.33	 6.75	 6.49	M3.6
 0.285	 0.366	3.7633	 1.237	51.150	35.267	   -8.948	 0.656	 3.533	 4.765	31.798	-6.96e-13	 8.15029	12.35	11.05	10.08	 8.77	 7.32	 6.74	 6.48	M3.6
 0.286	 0.367	3.7687	 1.239	51.152	35.271	   -8.946	 0.629	 3.533	 4.765	31.800	-7.16e-13	 8.14755	12.35	11.04	10.07	 8.76	 7.31	 6.74	 6.47	M3.6
 0.287	 0.368	3.7742	 1.241	51.154	35.273	   -8.944	 0.636	 3.533	 4.764	31.802	-7.28e-13	 8.14481	12.34	11.03	10.07	 8.76	 7.31	 6.73	 6.47	M3.6
 0.288	 0.369	3.7798	 1.242	51.155	35.276	   -8.940	 0.640	 3.533	 4.764	31.805	-7.18e-13	 8.14207	12.33	11.03	10.06	 8.75	 7.30	 6.73	 6.46	M3.6
 0.289	 0.369	3.7853	 1.244	51.157	35.279	   -8.939	 0.635	 3.534	 4.764	31.807	-7.32e-13	 8.13933	12.31	11.01	10.04	 8.74	 7.29	 6.72	 6.46	M3.6
 0.290	 0.370	3.7909	 1.245	51.158	35.282	   -8.934	 0.640	 3.534	 4.763	31.810	-7.18e-13	 8.13658	12.30	11.00	10.04	 8.73	 7.29	 6.71	 6.45	M3.6
 0.291	 0.371	3.7963	 1.247	51.160	35.285	   -8.931	 0.632	 3.534	 4.763	31.812	-7.20e-13	 8.13385	12.30	10.99	10.03	 8.73	 7.28	 6.71	 6.44	M3.6
 0.292	 0.372	3.8017	 1.249	51.161	35.287	   -8.931	 0.631	 3.534	 4.762	31.815	-7.50e-13	 8.13112	12.29	10.99	10.03	 8.72	 7.28	 6.70	 6.44	M3.6
 0.293	 0.373	3.8073	 1.250	51.163	35.290	   -8.927	 0.644	 3.534	 4.762	31.817	-7.35e-13	 8.12837	12.29	10.98	10.02	 8.71	 7.27	 6.70	 6.43	M3.6
 0.294	 0.374	3.8127	 1.252	51.164	35.293	   -8.924	 0.636	 3.534	 4.762	31.819	-7.43e-13	 8.12563	12.28	10.98	10.01	 8.71	 7.27	 6.69	 6.43	M3.6
 0.295	 0.374	3.8182	 1.253	51.166	35.295	   -8.920	 0.638	 3.534	 4.761	31.822	-7.25e-13	 8.12289	12.28	10.98	10.01	 8.71	 7.27	 6.69	 6.43	M3.6
 0.296	 0.375	3.8235	 1.255	51.168	35.298	   -8.920	 0.629	 3.534	 4.761	31.824	-7.65e-13	 8.12016	12.28	10.97	10.01	 8.70	 7.26	 6.68	 6.42	M3.6
 0.297	 0.376	3.8291	 1.257	51.169	35.301	   -8.918	 0.645	 3.535	 4.760	31.827	-7.70e-13	 8.11741	12.25	10.94	 9.98	 8.68	 7.25	 6.67	 6.41	M3.5
 0.298	 0.377	3.8347	 1.258	51.171	35.303	   -8.912	 0.646	 3.535	 4.760	31.829	-7.35e-13	 8.11466	12.24	10.94	 9.98	 8.68	 7.24	 6.66	 6.40	M3.5
 0.299	 0.378	3.8399	 1.260	51.172	35.306	   -8.910	 0.630	 3.535	 4.760	31.831	-7.54e-13	 8.11193	12.23	10.93	 9.97	 8.67	 7.23	 6.66	 6.40	M3.5
 0.300	 0.378	3.8453	 1.261	51.174	35.309	   -8.907	 0.636	 3.535	 4.759	31.834	-7.47e-13	 8.10919	12.23	10.93	 9.97	 8.67	 7.23	 6.66	 6.40	M3.5
 0.301	 0.379	3.8506	 1.263	51.175	35.312	   -8.907	 0.632	 3.535	 4.759	31.836	-7.91e-13	 8.10646	12.23	10.93	 9.97	 8.67	 7.23	 6.65	 6.39	M3.5
 0.302	 0.380	3.8562	 1.264	51.177	35.314	   -8.902	 0.650	 3.535	 4.758	31.839	-7.63e-13	 8.10371	12.22	10.92	 9.96	 8.66	 7.22	 6.65	 6.39	M3.5
 0.303	 0.381	3.8615	 1.266	51.178	35.317	   -8.898	 0.637	 3.535	 4.758	31.841	-7.47e-13	 8.10097	12.22	10.92	 9.95	 8.65	 7.22	 6.64	 6.38	M3.5
 0.304	 0.382	3.8667	 1.268	51.180	35.320	   -8.899	 0.629	 3.536	 4.758	31.843	-7.97e-13	 8.09824	12.19	10.89	 9.93	 8.63	 7.20	 6.63	 6.37	M3.5
 0.305	 0.382	3.8722	 1.269	51.181	35.322	   -8.894	 0.648	 3.536	 4.757	31.846	-7.74e-13	 8.09549	12.19	10.89	 9.93	 8.63	 7.20	 6.63	 6.37	M3.5
 0.306	 0.383	3.8776	 1.271	51.183	35.325	   -8.892	 0.638	 3.536	 4.757	31.848	-7.83e-13	 8.09274	12.18	10.88	 9.92	 8.63	 7.20	 6.62	 6.36	M3.5
 0.307	 0.384	3.8829	 1.272	51.184	35.327	   -8.892	 0.640	 3.536	 4.756	31.850	-8.22e-13	 8.09000	12.18	10.88	 9.92	 8.62	 7.19	 6.62	 6.36	M3.5
 0.308	 0.385	3.8885	 1.274	51.186	35.329	   -8.885	 0.655	 3.536	 4.756	31.853	-7.60e-13	 8.08724	12.17	10.87	 9.91	 8.62	 7.19	 6.61	 6.35	M3.5
 0.309	 0.386	3.8936	 1.275	51.187	35.333	   -8.883	 0.628	 3.536	 4.756	31.855	-7.90e-13	 8.08450	12.17	10.87	 9.91	 8.61	 7.18	 6.61	 6.35	M3.5
 0.310	 0.386	3.8989	 1.277	51.189	35.335	   -8.884	 0.639	 3.536	 4.755	31.858	-8.24e-13	 8.08176	12.17	10.87	 9.91	 8.61	 7.18	 6.61	 6.35	M3.5
 0.311	 0.387	3.9045	 1.279	51.190	35.337	   -8.878	 0.651	 3.537	 4.755	31.860	-7.81e-13	 8.07900	12.14	10.84	 9.88	 8.59	 7.17	 6.59	 6.33	M3.5
 0.312	 0.388	3.9096	 1.280	51.191	35.341	   -8.877	 0.633	 3.537	 4.754	31.862	-8.19e-13	 8.07626	12.13	10.83	 9.88	 8.59	 7.16	 6.59	 6.33	M3.5
 0.313	 0.389	3.9150	 1.282	51.193	35.343	   -8.872	 0.647	 3.537	 4.754	31.865	-7.91e-13	 8.07351	12.12	10.83	 9.87	 8.58	 7.16	 6.58	 6.32	M3.5
 0.314	 0.390	3.9202	 1.283	51.194	35.346	   -8.871	 0.635	 3.537	 4.754	31.867	-8.08e-13	 8.07077	12.12	10.82	 9.87	 8.58	 7.15	 6.58	 6.32	M3.5
 0.315	 0.390	3.9255	 1.285	51.196	35.348	   -8.868	 0.640	 3.537	 4.753	31.869	-8.09e-13	 8.06802	12.12	10.82	 9.87	 8.58	 7.15	 6.58	 6.32	M3.5
 0.316	 0.391	3.9307	 1.286	51.197	35.351	   -8.865	 0.639	 3.537	 4.753	31.872	-8.08e-13	 8.06527	12.11	10.82	 9.86	 8.57	 7.15	 6.57	 6.31	M3.5
 0.317	 0.392	3.9359	 1.288	51.199	35.353	   -8.861	 0.638	 3.537	 4.752	31.874	-7.99e-13	 8.06252	12.11	10.81	 9.86	 8.56	 7.14	 6.56	 6.31	M3.5
 0.318	 0.393	3.9410	 1.289	51.200	35.356	   -8.862	 0.633	 3.538	 4.752	31.876	-8.47e-13	 8.05978	12.08	10.78	 9.83	 8.54	 7.13	 6.55	 6.29	M3.4
 0.319	 0.394	3.9464	 1.291	51.201	35.358	   -8.857	 0.650	 3.538	 4.752	31.879	-8.14e-13	 8.05702	12.07	10.78	 9.83	 8.54	 7.12	 6.55	 6.29	M3.4
