M2	R2	Per	Sep	logJ	logjtot	logMLR2	zeta	logT2	log(g2)	logL2	Pdot	logt	BMag	VMag	RMag	IMag	JMag	HMag	KMag	SpT
Msun	Rsun	h	Rsun	[10-7J.s]	[10-7N.m]	[Msun/yr]	 	[K]	[cm2/s]	[10-7W]	s/s	[yr]	mag	mag	mag	mag	mag	mag	mag	
------	------	------	------	------	------	---------	------	------	------	------	---------	--------	-----	-----	-----	-----	-----	-----	-----	----
 0.200	 0.229	2.4495	 0.903	50.947	33.697	         	 0.770	 3.517	 5.019	31.327	-1.49e-13	 9.12594	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4505	 0.903	50.947	33.696	         	 0.770	 3.517	 5.019	31.327	-1.49e-13	 9.12569	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4515	 0.904	50.947	33.696	         	 0.770	 3.517	 5.019	31.327	-1.49e-13	 9.12544	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4525	 0.904	50.947	33.695	         	 0.770	 3.517	 5.019	31.327	-1.48e-13	 9.12519	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4535	 0.904	50.947	33.695	         	 0.770	 3.517	 5.019	31.327	-1.48e-13	 9.12494	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4545	 0.904	50.947	33.695	         	 0.770	 3.517	 5.019	31.327	-1.48e-13	 9.12469	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4555	 0.905	50.947	33.694	         	 0.770	 3.517	 5.019	31.327	-1.48e-13	 9.12444	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4565	 0.905	50.947	33.694	         	 0.770	 3.517	 5.019	31.327	-1.48e-13	 9.12418	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4575	 0.905	50.947	33.693	         	 0.770	 3.517	 5.019	31.327	-1.48e-13	 9.12393	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4585	 0.905	50.947	33.693	         	 0.770	 3.517	 5.019	31.327	-1.48e-13	 9.12368	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4595	 0.906	50.947	33.692	         	 0.770	 3.517	 5.019	31.327	-1.48e-13	 9.12343	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4605	 0.906	50.947	33.692	         	 0.770	 3.517	 5.019	31.327	-1.48e-13	 9.12318	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4615	 0.906	50.947	33.692	         	 0.770	 3.517	 5.019	31.327	-1.47e-13	 9.12292	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4625	 0.906	50.948	33.691	         	 0.770	 3.517	 5.019	31.327	-1.47e-13	 9.12267	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4635	 0.907	50.948	33.691	         	 0.770	 3.517	 5.019	31.327	-1.47e-13	 9.12242	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4645	 0.907	50.948	33.690	         	 0.770	 3.517	 5.019	31.327	-1.47e-13	 9.12216	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4655	 0.907	50.948	33.690	         	 0.770	 3.517	 5.019	31.327	-1.47e-13	 9.12191	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4665	 0.907	50.948	33.690	         	 0.770	 3.517	 5.019	31.327	-1.47e-13	 9.12165	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4675	 0.908	50.948	33.689	         	 0.770	 3.517	 5.019	31.327	-1.47e-13	 9.12140	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4685	 0.908	50.948	33.689	         	 0.770	 3.517	 5.019	31.327	-1.47e-13	 9.12114	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4695	 0.908	50.948	33.688	         	 0.770	 3.517	 5.019	31.327	-1.47e-13	 9.12089	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4705	 0.908	50.948	33.688	         	 0.770	 3.517	 5.019	31.327	-1.47e-13	 9.12063	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4715	 0.909	50.948	33.688	         	 0.770	 3.517	 5.019	31.327	-1.46e-13	 9.12038	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4725	 0.909	50.948	33.687	         	 0.770	 3.517	 5.019	31.327	-1.46e-13	 9.12012	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4735	 0.909	50.948	33.687	         	 0.770	 3.517	 5.019	31.327	-1.46e-13	 9.11986	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4745	 0.909	50.948	33.686	         	 0.770	 3.517	 5.019	31.327	-1.46e-13	 9.11961	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4755	 0.910	50.948	33.686	         	 0.770	 3.517	 5.019	31.327	-1.46e-13	 9.11935	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4765	 0.910	50.948	33.686	         	 0.770	 3.517	 5.019	31.327	-1.46e-13	 9.11909	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4775	 0.910	50.948	33.685	         	 0.770	 3.517	 5.019	31.327	-1.46e-13	 9.11883	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4785	 0.910	50.948	33.685	         	 0.770	 3.517	 5.019	31.327	-1.46e-13	 9.11858	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4795	 0.911	50.949	33.684	         	 0.770	 3.517	 5.019	31.327	-1.46e-13	 9.11832	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4805	 0.911	50.949	33.684	         	 0.770	 3.517	 5.019	31.327	-1.46e-13	 9.11806	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4815	 0.911	50.949	33.683	         	 0.770	 3.517	 5.019	31.327	-1.46e-13	 9.11780	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4825	 0.911	50.949	33.683	         	 0.770	 3.517	 5.019	31.327	-1.45e-13	 9.11754	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4835	 0.911	50.949	33.683	         	 0.770	 3.517	 5.019	31.327	-1.45e-13	 9.11728	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4845	 0.912	50.949	33.682	         	 0.770	 3.517	 5.019	31.327	-1.45e-13	 9.11702	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4855	 0.912	50.949	33.682	         	 0.770	 3.517	 5.019	31.327	-1.45e-13	 9.11676	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4865	 0.912	50.949	33.681	         	 0.770	 3.517	 5.019	31.327	-1.45e-13	 9.11650	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4875	 0.912	50.949	33.681	         	 0.770	 3.517	 5.019	31.327	-1.45e-13	 9.11624	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4885	 0.913	50.949	33.681	         	 0.770	 3.517	 5.019	31.327	-1.45e-13	 9.11598	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4895	 0.913	50.949	33.680	         	 0.770	 3.517	 5.019	31.327	-1.45e-13	 9.11571	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4905	 0.913	50.949	33.680	         	 0.770	 3.517	 5.019	31.327	-1.45e-13	 9.11545	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4915	 0.913	50.949	33.679	         	 0.770	 3.517	 5.019	31.327	-1.45e-13	 9.11519	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4925	 0.914	50.949	33.679	         	 0.770	 3.517	 5.019	31.327	-1.44e-13	 9.11493	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4935	 0.914	50.949	33.679	         	 0.770	 3.517	 5.019	31.327	-1.44e-13	 9.11466	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4945	 0.914	50.949	33.678	         	 0.770	 3.517	 5.019	31.327	-1.44e-13	 9.11440	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4955	 0.914	50.949	33.678	         	 0.770	 3.517	 5.019	31.327	-1.44e-13	 9.11414	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4965	 0.915	50.950	33.677	         	 0.770	 3.517	 5.019	31.327	-1.44e-13	 9.11387	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4975	 0.915	50.950	33.677	         	 0.770	 3.517	 5.019	31.327	-1.44e-13	 9.11361	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4985	 0.915	50.950	33.677	         	 0.770	 3.517	 5.019	31.327	-1.44e-13	 9.11334	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4995	 0.915	50.950	33.676	         	 0.770	 3.517	 5.019	31.327	-1.44e-13	 9.11308	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5005	 0.916	50.950	33.676	         	 0.770	 3.517	 5.019	31.327	-1.44e-13	 9.11281	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5015	 0.916	50.950	33.675	         	 0.770	 3.517	 5.019	31.327	-1.44e-13	 9.11254	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5025	 0.916	50.950	33.675	         	 0.770	 3.517	 5.019	31.327	-1.43e-13	 9.11228	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5035	 0.916	50.950	33.675	         	 0.770	 3.517	 5.019	31.327	-1.43e-13	 9.11201	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5045	 0.917	50.950	33.674	         	 0.770	 3.517	 5.019	31.327	-1.43e-13	 9.11174	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5055	 0.917	50.950	33.674	         	 0.770	 3.517	 5.019	31.327	-1.43e-13	 9.11148	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5065	 0.917	50.950	33.673	         	 0.770	 3.517	 5.019	31.327	-1.43e-13	 9.11121	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5075	 0.917	50.950	33.673	         	 0.770	 3.517	 5.019	31.327	-1.43e-13	 9.11094	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5085	 0.918	50.950	33.672	         	 0.770	 3.517	 5.019	31.327	-1.43e-13	 9.11067	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5095	 0.918	50.950	33.672	         	 0.770	 3.517	 5.019	31.327	-1.43e-13	 9.11040	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5105	 0.918	50.950	33.672	         	 0.770	 3.517	 5.019	31.327	-1.43e-13	 9.11014	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5115	 0.918	50.950	33.671	         	 0.770	 3.517	 5.019	31.327	-1.43e-13	 9.10987	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5125	 0.919	50.950	33.671	         	 0.770	 3.517	 5.019	31.327	-1.43e-13	 9.10960	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5135	 0.919	50.950	33.670	         	 0.770	 3.517	 5.019	31.327	-1.42e-13	 9.10933	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5145	 0.919	50.951	33.670	         	 0.770	 3.517	 5.019	31.327	-1.42e-13	 9.10906	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5155	 0.919	50.951	33.670	         	 0.770	 3.517	 5.019	31.327	-1.42e-13	 9.10879	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5165	 0.920	50.951	33.669	         	 0.770	 3.517	 5.019	31.327	-1.42e-13	 9.10851	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5175	 0.920	50.951	33.669	         	 0.770	 3.517	 5.019	31.327	-1.42e-13	 9.10824	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5185	 0.920	50.951	33.668	         	 0.770	 3.517	 5.019	31.327	-1.42e-13	 9.10797	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5195	 0.920	50.951	33.668	         	 0.770	 3.517	 5.019	31.327	-1.42e-13	 9.10770	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5205	 0.921	50.951	33.668	         	 0.770	 3.517	 5.019	31.327	-1.42e-13	 9.10743	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5215	 0.921	50.951	33.667	         	 0.770	 3.517	 5.019	31.327	-1.42e-13	 9.10715	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5225	 0.921	50.951	33.667	         	 0.770	 3.517	 5.019	31.327	-1.42e-13	 9.10688	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5235	 0.921	50.951	33.666	         	 0.770	 3.517	 5.019	31.327	-1.41e-13	 9.10661	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5245	 0.921	50.951	33.666	         	 0.770	 3.517	 5.019	31.327	-1.41e-13	 9.10633	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5255	 0.922	50.951	33.666	         	 0.770	 3.517	 5.019	31.327	-1.41e-13	 9.10606	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5265	 0.922	50.951	33.665	         	 0.770	 3.517	 5.019	31.327	-1.41e-13	 9.10578	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5275	 0.922	50.951	33.665	         	 0.770	 3.517	 5.019	31.327	-1.41e-13	 9.10551	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5285	 0.922	50.951	33.664	         	 0.770	 3.517	 5.019	31.327	-1.41e-13	 9.10523	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5295	 0.923	50.951	33.664	         	 0.770	 3.517	 5.019	31.327	-1.41e-13	 9.10496	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5305	 0.923	50.951	33.664	         	 0.770	 3.517	 5.019	31.327	-1.41e-13	 9.10468	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5315	 0.923	50.952	33.663	         	 0.770	 3.517	 5.019	31.327	-1.41e-13	 9.10441	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5325	 0.923	50.952	33.663	         	 0.770	 3.517	 5.019	31.327	-1.41e-13	 9.10413	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5335	 0.924	50.952	33.662	         	 0.770	 3.517	 5.019	31.327	-1.41e-13	 9.10385	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5345	 0.924	50.952	33.662	         	 0.770	 3.517	 5.019	31.327	-1.40e-13	 9.10357	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5355	 0.924	50.952	33.662	         	 0.770	 3.517	 5.019	31.327	-1.40e-13	 9.10330	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5365	 0.924	50.952	33.661	         	 0.770	 3.517	 5.019	31.327	-1.40e-13	 9.10302	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5375	 0.925	50.952	33.661	         	 0.770	 3.517	 5.019	31.327	-1.40e-13	 9.10274	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5385	 0.925	50.952	33.660	         	 0.770	 3.517	 5.019	31.327	-1.40e-13	 9.10246	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5395	 0.925	50.952	33.660	         	 0.770	 3.517	 5.019	31.327	-1.40e-13	 9.10218	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5405	 0.925	50.952	33.660	         	 0.770	 3.517	 5.019	31.327	-1.40e-13	 9.10190	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5415	 0.926	50.952	33.659	         	 0.770	 3.517	 5.019	31.327	-1.40e-13	 9.10162	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5425	 0.926	50.952	33.659	         	 0.770	 3.517	 5.019	31.327	-1.40e-13	 9.10134	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5435	 0.926	50.952	33.658	         	 0.770	 3.517	 5.019	31.327	-1.40e-13	 9.10106	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5445	 0.926	50.952	33.658	         	 0.770	 3.517	 5.019	31.327	-1.40e-13	 9.10078	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5455	 0.927	50.952	33.658	         	 0.770	 3.517	 5.019	31.327	-1.39e-13	 9.10050	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5465	 0.927	50.952	33.657	         	 0.770	 3.517	 5.019	31.327	-1.39e-13	 9.10022	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5475	 0.927	50.952	33.657	         	 0.770	 3.517	 5.019	31.327	-1.39e-13	 9.09993	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5485	 0.927	50.952	33.656	         	 0.770	 3.517	 5.019	31.327	-1.39e-13	 9.09965	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5495	 0.928	50.953	33.656	         	 0.770	 3.517	 5.019	31.327	-1.39e-13	 9.09937	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5505	 0.928	50.953	33.656	         	 0.770	 3.517	 5.019	31.327	-1.39e-13	 9.09908	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5515	 0.928	50.953	33.655	         	 0.770	 3.517	 5.019	31.327	-1.39e-13	 9.09880	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5525	 0.928	50.953	33.655	         	 0.770	 3.517	 5.019	31.327	-1.39e-13	 9.09852	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5535	 0.929	50.953	33.654	         	 0.770	 3.517	 5.019	31.327	-1.39e-13	 9.09823	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5545	 0.929	50.953	33.654	         	 0.770	 3.517	 5.019	31.327	-1.39e-13	 9.09795	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5555	 0.929	50.953	33.654	         	 0.770	 3.517	 5.019	31.327	-1.39e-13	 9.09766	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5565	 0.929	50.953	33.653	         	 0.770	 3.517	 5.019	31.327	-1.38e-13	 9.09738	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5575	 0.929	50.953	33.653	         	 0.770	 3.517	 5.019	31.327	-1.38e-13	 9.09709	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5585	 0.930	50.953	33.652	         	 0.770	 3.517	 5.019	31.327	-1.38e-13	 9.09680	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5595	 0.930	50.953	33.652	         	 0.770	 3.517	 5.019	31.327	-1.38e-13	 9.09652	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5605	 0.930	50.953	33.652	         	 0.770	 3.517	 5.019	31.327	-1.38e-13	 9.09623	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5615	 0.930	50.953	33.651	         	 0.770	 3.517	 5.019	31.327	-1.38e-13	 9.09594	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5625	 0.931	50.953	33.651	         	 0.770	 3.517	 5.019	31.327	-1.38e-13	 9.09566	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5635	 0.931	50.953	33.651	         	 0.770	 3.517	 5.019	31.327	-1.38e-13	 9.09537	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5645	 0.931	50.953	33.650	         	 0.770	 3.517	 5.019	31.327	-1.38e-13	 9.09508	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5655	 0.931	50.953	33.650	         	 0.770	 3.517	 5.019	31.327	-1.38e-13	 9.09479	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5665	 0.932	50.954	33.649	         	 0.770	 3.517	 5.019	31.327	-1.38e-13	 9.09450	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5675	 0.932	50.954	33.649	         	 0.770	 3.517	 5.019	31.327	-1.37e-13	 9.09421	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5685	 0.932	50.954	33.649	         	 0.770	 3.517	 5.019	31.327	-1.37e-13	 9.09392	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5695	 0.932	50.954	33.648	         	 0.770	 3.517	 5.019	31.327	-1.37e-13	 9.09363	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5705	 0.933	50.954	33.648	         	 0.770	 3.517	 5.019	31.327	-1.37e-13	 9.09334	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5715	 0.933	50.954	33.647	         	 0.770	 3.517	 5.019	31.327	-1.37e-13	 9.09305	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5725	 0.933	50.954	33.647	         	 0.770	 3.517	 5.019	31.327	-1.37e-13	 9.09276	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5735	 0.933	50.954	33.647	         	 0.770	 3.517	 5.019	31.327	-1.37e-13	 9.09246	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5745	 0.934	50.954	33.646	         	 0.770	 3.517	 5.019	31.327	-1.37e-13	 9.09217	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5755	 0.934	50.954	33.646	         	 0.770	 3.517	 5.019	31.327	-1.37e-13	 9.09188	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5765	 0.934	50.954	33.645	         	 0.770	 3.517	 5.019	31.327	-1.37e-13	 9.09159	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5775	 0.934	50.954	33.645	         	 0.770	 3.517	 5.019	31.327	-1.37e-13	 9.09129	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5785	 0.935	50.954	33.645	         	 0.770	 3.517	 5.019	31.327	-1.36e-13	 9.09100	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5795	 0.935	50.954	33.644	         	 0.770	 3.517	 5.019	31.327	-1.36e-13	 9.09070	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5805	 0.935	50.954	33.644	         	 0.770	 3.517	 5.019	31.327	-1.36e-13	 9.09041	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5815	 0.935	50.954	33.643	         	 0.770	 3.517	 5.019	31.327	-1.36e-13	 9.09011	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5825	 0.936	50.954	33.643	         	 0.770	 3.517	 5.019	31.327	-1.36e-13	 9.08982	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5835	 0.936	50.954	33.643	         	 0.770	 3.517	 5.019	31.327	-1.36e-13	 9.08952	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5845	 0.936	50.955	33.642	         	 0.770	 3.517	 5.019	31.327	-1.36e-13	 9.08923	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5855	 0.936	50.955	33.642	         	 0.770	 3.517	 5.019	31.327	-1.36e-13	 9.08893	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
