M2	R2	Per	Sep	logJ	logjtot	logMLR2	zeta	logT2	log(g2)	logL2	Pdot	logt	BMag	VMag	RMag	IMag	JMag	HMag	KMag	SpT
Msun	Rsun	h	Rsun	[10-7J.s]	[10-7N.m]	[Msun/yr]	 	[K]	[cm2/s]	[10-7W]	s/s	[yr]	mag	mag	mag	mag	mag	mag	mag	
------	------	------	------	------	------	---------	------	------	------	------	---------	--------	-----	-----	-----	-----	-----	-----	-----	----
 0.200	 0.229	3.3415	 1.111	50.992	33.382	         	 0.770	 3.517	 5.019	31.327	-8.86e-14	 8.63201	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3425	 1.111	50.992	33.382	         	 0.770	 3.517	 5.019	31.327	-8.86e-14	 8.63070	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3435	 1.111	50.992	33.381	         	 0.770	 3.517	 5.019	31.327	-8.86e-14	 8.62939	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3445	 1.112	50.992	33.381	         	 0.770	 3.517	 5.019	31.327	-8.85e-14	 8.62807	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3455	 1.112	50.992	33.381	         	 0.770	 3.517	 5.019	31.327	-8.85e-14	 8.62675	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3465	 1.112	50.992	33.380	         	 0.770	 3.517	 5.019	31.327	-8.84e-14	 8.62543	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3475	 1.112	50.992	33.380	         	 0.770	 3.517	 5.019	31.327	-8.84e-14	 8.62410	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3485	 1.112	50.992	33.380	         	 0.770	 3.517	 5.019	31.327	-8.83e-14	 8.62276	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3495	 1.113	50.992	33.380	         	 0.770	 3.517	 5.019	31.327	-8.83e-14	 8.62143	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3505	 1.113	50.992	33.379	         	 0.770	 3.517	 5.019	31.327	-8.82e-14	 8.62008	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3515	 1.113	50.992	33.379	         	 0.770	 3.517	 5.019	31.327	-8.82e-14	 8.61873	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3525	 1.113	50.992	33.379	         	 0.770	 3.517	 5.019	31.327	-8.82e-14	 8.61738	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3535	 1.114	50.992	33.378	         	 0.770	 3.517	 5.019	31.327	-8.81e-14	 8.61602	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3545	 1.114	50.992	33.378	         	 0.770	 3.517	 5.019	31.327	-8.81e-14	 8.61466	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3555	 1.114	50.992	33.378	         	 0.770	 3.517	 5.019	31.327	-8.80e-14	 8.61329	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3565	 1.114	50.992	33.377	         	 0.770	 3.517	 5.019	31.327	-8.80e-14	 8.61192	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3575	 1.114	50.992	33.377	         	 0.770	 3.517	 5.019	31.327	-8.79e-14	 8.61054	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3585	 1.115	50.992	33.377	         	 0.770	 3.517	 5.019	31.327	-8.79e-14	 8.60915	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3595	 1.115	50.992	33.376	         	 0.770	 3.517	 5.019	31.327	-8.79e-14	 8.60777	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3605	 1.115	50.993	33.376	         	 0.770	 3.517	 5.019	31.327	-8.78e-14	 8.60637	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3615	 1.115	50.993	33.376	         	 0.770	 3.517	 5.019	31.327	-8.78e-14	 8.60497	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3625	 1.116	50.993	33.376	         	 0.770	 3.517	 5.019	31.327	-8.77e-14	 8.60357	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3635	 1.116	50.993	33.375	         	 0.770	 3.517	 5.019	31.327	-8.77e-14	 8.60216	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3645	 1.116	50.993	33.375	         	 0.770	 3.517	 5.019	31.327	-8.76e-14	 8.60074	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3655	 1.116	50.993	33.375	         	 0.770	 3.517	 5.019	31.327	-8.76e-14	 8.59932	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3665	 1.116	50.993	33.374	         	 0.770	 3.517	 5.019	31.327	-8.76e-14	 8.59790	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3675	 1.117	50.993	33.374	         	 0.770	 3.517	 5.019	31.327	-8.75e-14	 8.59647	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3685	 1.117	50.993	33.374	         	 0.770	 3.517	 5.019	31.327	-8.75e-14	 8.59503	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3695	 1.117	50.993	33.373	         	 0.770	 3.517	 5.019	31.327	-8.74e-14	 8.59359	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3705	 1.117	50.993	33.373	         	 0.770	 3.517	 5.019	31.327	-8.74e-14	 8.59214	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3715	 1.118	50.993	33.373	         	 0.770	 3.517	 5.019	31.327	-8.73e-14	 8.59069	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3725	 1.118	50.993	33.373	         	 0.770	 3.517	 5.019	31.327	-8.73e-14	 8.58923	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3735	 1.118	50.993	33.372	         	 0.770	 3.517	 5.019	31.327	-8.72e-14	 8.58777	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3745	 1.118	50.993	33.372	         	 0.770	 3.517	 5.019	31.327	-8.72e-14	 8.58630	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3755	 1.118	50.993	33.372	         	 0.770	 3.517	 5.019	31.327	-8.72e-14	 8.58482	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3765	 1.119	50.993	33.371	         	 0.770	 3.517	 5.019	31.327	-8.71e-14	 8.58334	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3775	 1.119	50.993	33.371	         	 0.770	 3.517	 5.019	31.327	-8.71e-14	 8.58186	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3785	 1.119	50.993	33.371	         	 0.770	 3.517	 5.019	31.327	-8.70e-14	 8.58036	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3795	 1.119	50.993	33.370	         	 0.770	 3.517	 5.019	31.327	-8.70e-14	 8.57886	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3805	 1.120	50.993	33.370	         	 0.770	 3.517	 5.019	31.327	-8.69e-14	 8.57736	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3815	 1.120	50.993	33.370	         	 0.770	 3.517	 5.019	31.327	-8.69e-14	 8.57585	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3825	 1.120	50.993	33.370	         	 0.770	 3.517	 5.019	31.327	-8.69e-14	 8.57433	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3835	 1.120	50.994	33.369	         	 0.770	 3.517	 5.019	31.327	-8.68e-14	 8.57281	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3845	 1.120	50.994	33.369	         	 0.770	 3.517	 5.019	31.327	-8.68e-14	 8.57128	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3855	 1.121	50.994	33.369	         	 0.770	 3.517	 5.019	31.327	-8.67e-14	 8.56975	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3865	 1.121	50.994	33.368	         	 0.770	 3.517	 5.019	31.327	-8.67e-14	 8.56820	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3875	 1.121	50.994	33.368	         	 0.770	 3.517	 5.019	31.327	-8.66e-14	 8.56666	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3885	 1.121	50.994	33.368	         	 0.770	 3.517	 5.019	31.327	-8.66e-14	 8.56510	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3895	 1.121	50.994	33.367	         	 0.770	 3.517	 5.019	31.327	-8.66e-14	 8.56354	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3905	 1.122	50.994	33.367	         	 0.770	 3.517	 5.019	31.327	-8.65e-14	 8.56198	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3915	 1.122	50.994	33.367	         	 0.770	 3.517	 5.019	31.327	-8.65e-14	 8.56040	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3925	 1.122	50.994	33.367	         	 0.770	 3.517	 5.019	31.327	-8.64e-14	 8.55882	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3935	 1.122	50.994	33.366	         	 0.770	 3.517	 5.019	31.327	-8.64e-14	 8.55724	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3945	 1.123	50.994	33.366	         	 0.770	 3.517	 5.019	31.327	-8.64e-14	 8.55565	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3955	 1.123	50.994	33.366	         	 0.770	 3.517	 5.019	31.327	-8.63e-14	 8.55405	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3965	 1.123	50.994	33.365	         	 0.770	 3.517	 5.019	31.327	-8.63e-14	 8.55244	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3975	 1.123	50.994	33.365	         	 0.770	 3.517	 5.019	31.327	-8.62e-14	 8.55083	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3985	 1.123	50.994	33.365	         	 0.770	 3.517	 5.019	31.327	-8.62e-14	 8.54921	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.3995	 1.124	50.994	33.364	         	 0.770	 3.517	 5.019	31.327	-8.61e-14	 8.54758	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.4005	 1.124	50.994	33.364	         	 0.770	 3.517	 5.019	31.327	-8.61e-14	 8.54595	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.4015	 1.124	50.994	33.364	         	 0.770	 3.517	 5.019	31.327	-8.61e-14	 8.54431	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.4025	 1.124	50.994	33.364	         	 0.770	 3.517	 5.019	31.327	-8.60e-14	 8.54266	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.4035	 1.125	50.994	33.363	         	 0.770	 3.517	 5.019	31.327	-8.60e-14	 8.54101	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.4045	 1.125	50.994	33.363	         	 0.770	 3.517	 5.019	31.327	-8.59e-14	 8.53935	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.4055	 1.125	50.994	33.363	         	 0.770	 3.517	 5.019	31.327	-8.59e-14	 8.53768	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.4065	 1.125	50.994	33.362	         	 0.770	 3.517	 5.019	31.327	-8.58e-14	 8.53600	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.4075	 1.125	50.995	33.362	         	 0.770	 3.517	 5.019	31.327	-8.58e-14	 8.53432	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.4085	 1.126	50.995	33.362	         	 0.770	 3.517	 5.019	31.327	-8.57e-14	 8.53263	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
